video_id;label_dump;label_type;timestamp;duration
vid0303.mp4;0;-1;-1;25.69
vid0304.mp4;0;-1;-1;22.09
vid0305.mp4;0;-1;-1;45.42
vid0306.mp4;1;0.0;7.0;8.68
vid0309.mp4;0;-1;-1;44.32
vid0311.mp4;1;0.0;37.0;50.83
vid0313.mp4;1;0.0;7.0;14.8
vid0318.mp4;1;0.0;8.0;16.4
vid0319.mp4;1;0.0;7.0;12.27
vid0320.mp4;0;-1;-1;30.72
vid0321.mp4;0;-1;-1;29.57
vid0322.mp4;1;0.0;10.0;17.63
vid0323.mp4;1;0.0;4.0;9.27
vid0324.mp4;0;-1;-1;25.27
vid0325.mp4;1;1.0;1.0;6.04
vid0326.mp4;1;1.0;1.0;8.98
vid0327.mp4;0;-1;-1;24.27
vid0330.mp4;1;0.0;7.0;8.88
vid0331.mp4;0;-1;-1;44.1
vid0333.mp4;0;-1;-1;40.27
vid0334.mp4;1;1.0;21.0;35.79
vid0335.mp4;0;-1;-1;18.72
vid0337.mp4;1;1.0;3.0;4.77
vid0338.mp4;0;-1;-1;30.0
vid0339.mp4;0;-1;-1;52.43
vid0340.mp4;1;0.0;14.0;34.52
vid0342.mp4;0;-1;-1;33.48
vid0343.mp4;0;-1;-1;40.54
vid0344.mp4;1;1.0;8.0;13.6
vid0347.mp4;1;1.0;3.0;34.27
vid0348.mp4;0;-1;-1;15.04
vid0350.mp4;0;-1;-1;36.17
vid0352.mp4;0;-1;-1;22.32
vid0353.mp4;1;1.0;2.0;9.48
vid0356.mp4;1;1.0;2.0;8.23
vid0358.mp4;1;0.0;8.0;15.06
vid0361.mp4;1;1.0;2.0;6.27
vid0362.mp4;1;0.0;7.0;12.68
vid0363.mp4;1;0.0;12.0;17.28
vid0364.mp4;0;-1;-1;24.42
vid0365.mp4;1;1.0;3.0;6.97
vid0366.mp4;1;0.0;7.0;11.08
vid0367.mp4;0;-1;-1;27.93
vid0368.mp4;1;1.0;6.0;7.47
vid0369.mp4;1;1.0;4.0;19.45
vid0370.mp4;0;-1;-1;19.99
vid0371.mp4;0;-1;-1;18.38
vid0372.mp4;1;1.0;17.0;30.7
vid0375.mp4;1;1.0;12.0;16.45
vid0376.mp4;1;1.0;3.0;4.4
vid0377.mp4;0;-1;-1;9.0
vid0379.mp4;0;-1;-1;26.52
vid0380.mp4;0;-1;-1;25.52
vid0381.mp4;1;0.0;24.0;45.25
vid0382.mp4;1;1.0;3.0;19.37
vid0383.mp4;1;1.0;3.0;8.57
vid0384.mp4;0;-1;-1;6.2
vid0385.mp4;0;-1;-1;36.17
vid0386.mp4;1;0.0;7.0;11.47
vid0387.mp4;0;-1;-1;26.9
vid0388.mp4;0;-1;-1;34.9
vid0389.mp4;0;-1;-1;17.8
vid0391.mp4;0;-1;-1;23.72
vid0392.mp4;1;1.0;2.0;9.0
vid0393.mp4;0;-1;-1;5.0
vid0396.mp4;1;1.0;2.0;5.92
vid0397.mp4;1;1.0;4.0;15.72
vid0399.mp4;0;-1;-1;40.76
vid0402.mp4;0;-1;-1;26.3
vid0403.mp4;0;-1;-1;35.3
vid0404.mp4;0;-1;-1;8.53
vid0405.mp4;0;-1;-1;30.0
vid0407.mp4;0;-1;-1;20.05
vid0409.mp4;0;-1;-1;13.97
vid0410.mp4;1;1.0;1.0;15.53
vid0411.mp4;0;-1;-1;63.13
vid0416.mp4;0;-1;-1;25.52
vid0418.mp4;1;1.0;5.0;30.08
vid0419.mp4;0;-1;-1;36.9
vid0423.mp4;0;-1;-1;45.38
vid0425.mp4;0;-1;-1;59.57
vid0426.mp4;0;-1;-1;109.52
vid0427.mp4;0;-1;-1;29.27
vid0429.mp4;1;1.0;1.0;10.76
vid0430.mp4;1;1.0;4.0;10.8
vid0432.mp4;1;1.0;5.0;7.33
vid0434.mp4;0;-1;-1;34.27
vid0435.mp4;0;-1;-1;47.13
vid0436.mp4;0;-1;-1;21.39
vid0437.mp4;0;-1;-1;39.7
vid0438.mp4;1;1.0;0.0;21.17
vid0440.mp4;1;0.0;17.0;18.57
vid0441.mp4;0;-1;-1;42.0
vid0442.mp4;1;1.0;7.0;9.3
vid0445.mp4;0;-1;-1;25.83
vid0446.mp4;0;-1;-1;7.04
vid0447.mp4;1;0.0;2.0;4.76
vid0449.mp4;0;-1;-1;14.22
vid0450.mp4;0;-1;-1;7.0
vid0451.mp4;0;-1;-1;5.0
vid0452.mp4;1;0.0;13.0;26.48
vid0456.mp4;0;-1;-1;18.95
vid0458.mp4;0;-1;-1;8.37
vid0459.mp4;0;-1;-1;9.0
vid0461.mp4;0;-1;-1;7.01
vid0463.mp4;0;-1;-1;33.44
vid0464.mp4;0;-1;-1;21.15
vid0465.mp4;1;0.0;4.0;7.06
vid0467.mp4;0;-1;-1;40.01
vid0469.mp4;1;1.0;3.0;9.1
vid0470.mp4;0;-1;-1;24.73
vid0472.mp4;0;-1;-1;16.32
vid0473.mp4;1;0.0;6.0;8.64
vid0474.mp4;0;-1;-1;62.73
vid0475.mp4;1;0.0;15.0;16.68
vid0477.mp4;1;0.0;13.0;20.2
vid0480.mp4;1;0.0;47.0;50.64
vid0481.mp4;1;1.0;11.0;14.06
vid0483.mp4;1;0.0;23.0;57.83
vid0486.mp4;1;1.0;13.0;30.3
vid0490.mp4;0;-1;-1;58.04
vid0491.mp4;0;-1;-1;27.33
vid0492.mp4;1;1.0;3.0;15.47
vid0493.mp4;1;0.0;5.0;7.08
vid0494.mp4;1;0.0;15.0;18.0
vid0497.mp4;0;-1;-1;13.68
vid0498.mp4;0;-1;-1;41.54
